INDICATOR,COUNTRY,FREQUENCY,LATEST_ACTUAL_ANNUAL_DATA,OVERLAP,SCALE,METHODOLOGY_NOTES,TIME_PERIOD,value
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,1997,6.95
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,1998,6.25
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,1999,5.975
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2000,5.45
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2001,5.1
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2002,5.2
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2003,5.0
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2004,4.75
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2005,4.825
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2006,5.425
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2007,5.35
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2008,5.725
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2009,7.625
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2010,7.9
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2011,8.1
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2012,7.95
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2013,7.575
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2014,6.175
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2015,5.375
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2016,4.875
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2017,4.425
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2018,4.075
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2019,3.825
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2020,4.625
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2021,4.55
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2022,3.8
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2023,4.05
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2024,4.275
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2025,4.5
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2026,4.4
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2027,4.3
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2028,4.2
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2029,4.1
LUR,GBR,A,2024,OL,0,Source: National Statistics Office Latest actual data: 2024 Employment type: Harmonized ILO definition Primary domestic currency: British pound Data last updated: 04/10/2025,2030,4.1
