,TIME_PERIOD,FREQUENCY,INDICATOR,value,missing,anomaly
34,1954-07-01,Q,nominal_gdp,390.996,False,False
35,1954-10-01,Q,nominal_gdp,399.734,False,False
36,1955-01-01,Q,nominal_gdp,413.073,False,False
37,1955-04-01,Q,nominal_gdp,421.532,False,False
38,1955-07-01,Q,nominal_gdp,430.221,False,False
39,1955-10-01,Q,nominal_gdp,437.092,False,False
40,1956-01-01,Q,nominal_gdp,439.746,False,False
41,1956-04-01,Q,nominal_gdp,446.01,False,False
42,1956-07-01,Q,nominal_gdp,451.191,False,False
43,1956-10-01,Q,nominal_gdp,460.463,False,False
44,1957-01-01,Q,nominal_gdp,469.779,False,False
45,1957-04-01,Q,nominal_gdp,472.025,False,False
46,1957-07-01,Q,nominal_gdp,479.49,False,False
47,1957-10-01,Q,nominal_gdp,474.864,False,False
48,1958-01-01,Q,nominal_gdp,467.54,False,False
49,1958-04-01,Q,nominal_gdp,471.978,False,False
50,1958-07-01,Q,nominal_gdp,485.841,False,False
51,1958-10-01,Q,nominal_gdp,499.555,False,False
52,1959-01-01,Q,nominal_gdp,510.33,False,False
53,1959-04-01,Q,nominal_gdp,522.653,False,False
54,1959-07-01,Q,nominal_gdp,525.034,False,False
55,1959-10-01,Q,nominal_gdp,528.6,False,False
56,1960-01-01,Q,nominal_gdp,542.648,False,False
57,1960-04-01,Q,nominal_gdp,541.08,False,False
58,1960-07-01,Q,nominal_gdp,545.604,False,False
59,1960-10-01,Q,nominal_gdp,540.197,False,False
60,1961-01-01,Q,nominal_gdp,545.018,False,False
61,1961-04-01,Q,nominal_gdp,555.545,False,False
62,1961-07-01,Q,nominal_gdp,567.664,False,False
63,1961-10-01,Q,nominal_gdp,580.612,False,False
64,1962-01-01,Q,nominal_gdp,594.013,False,False
65,1962-04-01,Q,nominal_gdp,600.366,False,False
66,1962-07-01,Q,nominal_gdp,609.027,False,False
67,1962-10-01,Q,nominal_gdp,612.28,False,False
68,1963-01-01,Q,nominal_gdp,621.672,False,False
69,1963-04-01,Q,nominal_gdp,629.752,False,False
70,1963-07-01,Q,nominal_gdp,644.444,False,False
71,1963-10-01,Q,nominal_gdp,653.938,False,False
72,1964-01-01,Q,nominal_gdp,669.822,False,False
73,1964-04-01,Q,nominal_gdp,678.674,False,False
74,1964-07-01,Q,nominal_gdp,692.031,False,False
75,1964-10-01,Q,nominal_gdp,697.319,False,False
76,1965-01-01,Q,nominal_gdp,717.79,False,False
77,1965-04-01,Q,nominal_gdp,730.191,False,False
78,1965-07-01,Q,nominal_gdp,749.323,False,False
79,1965-10-01,Q,nominal_gdp,771.857,False,False
80,1966-01-01,Q,nominal_gdp,795.734,False,False
81,1966-04-01,Q,nominal_gdp,804.981,False,False
82,1966-07-01,Q,nominal_gdp,819.638,False,False
83,1966-10-01,Q,nominal_gdp,833.302,False,False
84,1967-01-01,Q,nominal_gdp,844.17,False,False
85,1967-04-01,Q,nominal_gdp,848.983,False,False
86,1967-07-01,Q,nominal_gdp,865.233,False,False
87,1967-10-01,Q,nominal_gdp,881.439,False,False
88,1968-01-01,Q,nominal_gdp,909.387,False,False
89,1968-04-01,Q,nominal_gdp,934.344,False,False
90,1968-07-01,Q,nominal_gdp,950.825,False,False
91,1968-10-01,Q,nominal_gdp,968.03,False,False
92,1969-01-01,Q,nominal_gdp,993.337,False,False
93,1969-04-01,Q,nominal_gdp,1009.02,False,False
94,1969-07-01,Q,nominal_gdp,1029.956,False,False
95,1969-10-01,Q,nominal_gdp,1038.147,False,False
96,1970-01-01,Q,nominal_gdp,1051.2,False,False
97,1970-04-01,Q,nominal_gdp,1067.375,False,False
98,1970-07-01,Q,nominal_gdp,1086.059,False,False
99,1970-10-01,Q,nominal_gdp,1088.608,False,False
100,1971-01-01,Q,nominal_gdp,1135.156,False,False
101,1971-04-01,Q,nominal_gdp,1156.271,False,False
102,1971-07-01,Q,nominal_gdp,1177.675,False,False
103,1971-10-01,Q,nominal_gdp,1190.297,False,False
104,1972-01-01,Q,nominal_gdp,1230.609,False,False
105,1972-04-01,Q,nominal_gdp,1266.369,False,False
106,1972-07-01,Q,nominal_gdp,1290.566,False,False
107,1972-10-01,Q,nominal_gdp,1328.904,False,False
108,1973-01-01,Q,nominal_gdp,1377.49,False,False
109,1973-04-01,Q,nominal_gdp,1413.887,False,False
110,1973-07-01,Q,nominal_gdp,1433.838,False,False
111,1973-10-01,Q,nominal_gdp,1476.289,False,False
112,1974-01-01,Q,nominal_gdp,1491.209,False,False
113,1974-04-01,Q,nominal_gdp,1530.056,False,False
114,1974-07-01,Q,nominal_gdp,1560.026,False,False
115,1974-10-01,Q,nominal_gdp,1599.679,False,False
116,1975-01-01,Q,nominal_gdp,1616.116,False,False
117,1975-04-01,Q,nominal_gdp,1651.853,False,False
118,1975-07-01,Q,nominal_gdp,1709.82,False,False
119,1975-10-01,Q,nominal_gdp,1761.831,False,False
120,1976-01-01,Q,nominal_gdp,1820.487,False,False
121,1976-04-01,Q,nominal_gdp,1852.332,False,False
122,1976-07-01,Q,nominal_gdp,1886.558,False,False
123,1976-10-01,Q,nominal_gdp,1934.273,False,False
124,1977-01-01,Q,nominal_gdp,1988.648,False,False
125,1977-04-01,Q,nominal_gdp,2055.909,False,False
126,1977-07-01,Q,nominal_gdp,2118.473,False,False
127,1977-10-01,Q,nominal_gdp,2164.27,False,False
128,1978-01-01,Q,nominal_gdp,2202.76,False,False
129,1978-04-01,Q,nominal_gdp,2331.633,False,False
130,1978-07-01,Q,nominal_gdp,2395.053,False,False
131,1978-10-01,Q,nominal_gdp,2476.949,False,False
132,1979-01-01,Q,nominal_gdp,2526.61,False,False
133,1979-04-01,Q,nominal_gdp,2591.247,False,False
134,1979-07-01,Q,nominal_gdp,2667.565,False,False
135,1979-10-01,Q,nominal_gdp,2723.883,False,False
136,1980-01-01,Q,nominal_gdp,2789.842,False,False
137,1980-04-01,Q,nominal_gdp,2797.352,False,False
138,1980-07-01,Q,nominal_gdp,2856.483,False,False
139,1980-10-01,Q,nominal_gdp,2985.557,False,False
140,1981-01-01,Q,nominal_gdp,3124.206,False,False
141,1981-04-01,Q,nominal_gdp,3162.532,False,False
142,1981-07-01,Q,nominal_gdp,3260.609,False,False
143,1981-10-01,Q,nominal_gdp,3280.818,False,False
144,1982-01-01,Q,nominal_gdp,3274.302,False,False
145,1982-04-01,Q,nominal_gdp,3331.972,False,False
146,1982-07-01,Q,nominal_gdp,3366.322,False,False
147,1982-10-01,Q,nominal_gdp,3402.561,False,False
148,1983-01-01,Q,nominal_gdp,3473.413,False,False
149,1983-04-01,Q,nominal_gdp,3578.848,False,False
150,1983-07-01,Q,nominal_gdp,3689.179,False,False
151,1983-10-01,Q,nominal_gdp,3794.706,False,False
152,1984-01-01,Q,nominal_gdp,3908.054,False,False
153,1984-04-01,Q,nominal_gdp,4009.601,False,False
154,1984-07-01,Q,nominal_gdp,4084.25,False,False
155,1984-10-01,Q,nominal_gdp,4148.551,False,False
156,1985-01-01,Q,nominal_gdp,4230.168,False,False
157,1985-04-01,Q,nominal_gdp,4294.887,False,False
158,1985-07-01,Q,nominal_gdp,4386.773,False,False
159,1985-10-01,Q,nominal_gdp,4444.094,False,False
160,1986-01-01,Q,nominal_gdp,4507.894,False,False
161,1986-04-01,Q,nominal_gdp,4545.34,False,False
162,1986-07-01,Q,nominal_gdp,4607.669,False,False
163,1986-10-01,Q,nominal_gdp,4657.627,False,False
164,1987-01-01,Q,nominal_gdp,4722.156,False,False
165,1987-04-01,Q,nominal_gdp,4806.16,False,False
166,1987-07-01,Q,nominal_gdp,4884.555,False,False
167,1987-10-01,Q,nominal_gdp,5007.994,False,False
168,1988-01-01,Q,nominal_gdp,5073.372,False,False
169,1988-04-01,Q,nominal_gdp,5190.036,False,False
170,1988-07-01,Q,nominal_gdp,5282.835,False,False
171,1988-10-01,Q,nominal_gdp,5399.509,False,False
172,1989-01-01,Q,nominal_gdp,5511.253,False,False
173,1989-04-01,Q,nominal_gdp,5612.463,False,False
174,1989-07-01,Q,nominal_gdp,5695.365,False,False
175,1989-10-01,Q,nominal_gdp,5747.237,False,False
176,1990-01-01,Q,nominal_gdp,5872.701,False,False
177,1990-04-01,Q,nominal_gdp,5960.028,False,False
178,1990-07-01,Q,nominal_gdp,6015.116,False,False
179,1990-10-01,Q,nominal_gdp,6004.733,False,False
180,1991-01-01,Q,nominal_gdp,6035.178,False,False
181,1991-04-01,Q,nominal_gdp,6126.862,False,False
182,1991-07-01,Q,nominal_gdp,6205.937,False,False
183,1991-10-01,Q,nominal_gdp,6264.54,False,False
184,1992-01-01,Q,nominal_gdp,6363.102,False,False
185,1992-04-01,Q,nominal_gdp,6470.763,False,False
186,1992-07-01,Q,nominal_gdp,6566.641,False,False
187,1992-10-01,Q,nominal_gdp,6680.803,False,False
188,1993-01-01,Q,nominal_gdp,6729.459,False,False
189,1993-04-01,Q,nominal_gdp,6808.939,False,False
190,1993-07-01,Q,nominal_gdp,6882.098,False,False
191,1993-10-01,Q,nominal_gdp,7013.738,False,False
192,1994-01-01,Q,nominal_gdp,7115.652,False,False
193,1994-04-01,Q,nominal_gdp,7246.931,False,False
194,1994-07-01,Q,nominal_gdp,7331.075,False,False
195,1994-10-01,Q,nominal_gdp,7455.288,False,False
196,1995-01-01,Q,nominal_gdp,7522.289,False,False
197,1995-04-01,Q,nominal_gdp,7580.997,False,False
198,1995-07-01,Q,nominal_gdp,7683.125,False,False
199,1995-10-01,Q,nominal_gdp,7772.586,False,False
200,1996-01-01,Q,nominal_gdp,7868.468,False,False
201,1996-04-01,Q,nominal_gdp,8032.84,False,False
202,1996-07-01,Q,nominal_gdp,8131.408,False,False
203,1996-10-01,Q,nominal_gdp,8259.771,False,False
204,1997-01-01,Q,nominal_gdp,8362.655,False,False
205,1997-04-01,Q,nominal_gdp,8518.825,False,False
206,1997-07-01,Q,nominal_gdp,8662.823,False,False
207,1997-10-01,Q,nominal_gdp,8765.907,False,False
208,1998-01-01,Q,nominal_gdp,8866.48,False,False
209,1998-04-01,Q,nominal_gdp,8969.699,False,False
210,1998-07-01,Q,nominal_gdp,9121.097,False,False
211,1998-10-01,Q,nominal_gdp,9293.991,False,False
212,1999-01-01,Q,nominal_gdp,9411.682,False,False
213,1999-04-01,Q,nominal_gdp,9526.21,False,False
214,1999-07-01,Q,nominal_gdp,9686.626,False,False
215,1999-10-01,Q,nominal_gdp,9900.169,False,False
216,2000-01-01,Q,nominal_gdp,10002.179,False,False
217,2000-04-01,Q,nominal_gdp,10247.72,False,False
218,2000-07-01,Q,nominal_gdp,10318.165,False,False
219,2000-10-01,Q,nominal_gdp,10435.744,False,False
220,2001-01-01,Q,nominal_gdp,10470.231,False,False
221,2001-04-01,Q,nominal_gdp,10599.0,False,False
222,2001-07-01,Q,nominal_gdp,10598.02,False,False
223,2001-10-01,Q,nominal_gdp,10660.465,False,False
224,2002-01-01,Q,nominal_gdp,10783.5,False,False
225,2002-04-01,Q,nominal_gdp,10887.46,False,False
226,2002-07-01,Q,nominal_gdp,10984.04,False,False
227,2002-10-01,Q,nominal_gdp,11061.433,False,False
228,2003-01-01,Q,nominal_gdp,11174.129,False,False
229,2003-04-01,Q,nominal_gdp,11312.766,False,False
230,2003-07-01,Q,nominal_gdp,11566.669,False,False
231,2003-10-01,Q,nominal_gdp,11772.234,False,False
232,2004-01-01,Q,nominal_gdp,11923.447,False,False
233,2004-04-01,Q,nominal_gdp,12112.815,False,False
234,2004-07-01,Q,nominal_gdp,12305.307,False,False
235,2004-10-01,Q,nominal_gdp,12527.214,False,False
236,2005-01-01,Q,nominal_gdp,12767.286,False,False
237,2005-04-01,Q,nominal_gdp,12922.656,False,False
238,2005-07-01,Q,nominal_gdp,13142.642,False,False
239,2005-10-01,Q,nominal_gdp,13324.204,False,False
240,2006-01-01,Q,nominal_gdp,13599.16,False,False
241,2006-04-01,Q,nominal_gdp,13753.424,False,False
242,2006-07-01,Q,nominal_gdp,13870.188,False,False
243,2006-10-01,Q,nominal_gdp,14039.56,False,False
244,2007-01-01,Q,nominal_gdp,14215.651,False,False
245,2007-04-01,Q,nominal_gdp,14402.082,False,False
246,2007-07-01,Q,nominal_gdp,14564.117,False,False
247,2007-10-01,Q,nominal_gdp,14715.058,False,False
248,2008-01-01,Q,nominal_gdp,14706.538,False,False
249,2008-04-01,Q,nominal_gdp,14865.701,False,False
250,2008-07-01,Q,nominal_gdp,14898.999,False,False
251,2008-10-01,Q,nominal_gdp,14608.209,False,False
252,2009-01-01,Q,nominal_gdp,14430.902,False,False
253,2009-04-01,Q,nominal_gdp,14381.236,False,False
254,2009-07-01,Q,nominal_gdp,14448.882,False,False
255,2009-10-01,Q,nominal_gdp,14651.249,False,False
256,2010-01-01,Q,nominal_gdp,14764.61,False,False
257,2010-04-01,Q,nominal_gdp,14980.193,False,False
258,2010-07-01,Q,nominal_gdp,15141.607,False,False
259,2010-10-01,Q,nominal_gdp,15309.474,False,False
260,2011-01-01,Q,nominal_gdp,15351.448,False,False
261,2011-04-01,Q,nominal_gdp,15557.539,False,False
262,2011-07-01,Q,nominal_gdp,15647.68,False,False
263,2011-10-01,Q,nominal_gdp,15842.259,False,False
264,2012-01-01,Q,nominal_gdp,16068.805,False,False
265,2012-04-01,Q,nominal_gdp,16207.115,False,False
266,2012-07-01,Q,nominal_gdp,16319.541,False,False
267,2012-10-01,Q,nominal_gdp,16420.419,False,False
268,2013-01-01,Q,nominal_gdp,16648.189,False,False
269,2013-04-01,Q,nominal_gdp,16728.687,False,False
270,2013-07-01,Q,nominal_gdp,16953.838,False,False
271,2013-10-01,Q,nominal_gdp,17192.019,False,False
272,2014-01-01,Q,nominal_gdp,17197.738,False,False
273,2014-04-01,Q,nominal_gdp,17518.508,False,False
274,2014-07-01,Q,nominal_gdp,17804.228,False,False
275,2014-10-01,Q,nominal_gdp,17912.079,False,False
276,2015-01-01,Q,nominal_gdp,18063.529,False,False
277,2015-04-01,Q,nominal_gdp,18279.784,False,False
278,2015-07-01,Q,nominal_gdp,18401.626,False,False
279,2015-10-01,Q,nominal_gdp,18435.137,False,False
280,2016-01-01,Q,nominal_gdp,18525.933,False,False
281,2016-04-01,Q,nominal_gdp,18711.702,False,False
282,2016-07-01,Q,nominal_gdp,18892.639,False,False
283,2016-10-01,Q,nominal_gdp,19089.379,False,False
284,2017-01-01,Q,nominal_gdp,19280.084,False,False
285,2017-04-01,Q,nominal_gdp,19438.643,False,False
286,2017-07-01,Q,nominal_gdp,19692.595,False,False
287,2017-10-01,Q,nominal_gdp,20037.088,False,False
288,2018-01-01,Q,nominal_gdp,20328.553,False,False
289,2018-04-01,Q,nominal_gdp,20580.912,False,False
290,2018-07-01,Q,nominal_gdp,20798.73,False,False
291,2018-10-01,Q,nominal_gdp,20917.867,False,False
292,2019-01-01,Q,nominal_gdp,21111.6,False,False
293,2019-04-01,Q,nominal_gdp,21397.938,False,False
294,2019-07-01,Q,nominal_gdp,21717.171,False,False
295,2019-10-01,Q,nominal_gdp,21933.217,False,False
296,2020-01-01,Q,nominal_gdp,21727.657,False,False
297,2020-04-01,Q,nominal_gdp,19935.444,False,False
298,2020-07-01,Q,nominal_gdp,21684.551,False,False
299,2020-10-01,Q,nominal_gdp,22068.767,False,False
300,2021-01-01,Q,nominal_gdp,22656.793,False,False
301,2021-04-01,Q,nominal_gdp,23368.861,False,False
302,2021-07-01,Q,nominal_gdp,23921.991,False,False
303,2021-10-01,Q,nominal_gdp,24777.038,False,False
304,2022-01-01,Q,nominal_gdp,25215.491,False,False
305,2022-04-01,Q,nominal_gdp,25805.791,False,False
306,2022-07-01,Q,nominal_gdp,26272.011,False,False
307,2022-10-01,Q,nominal_gdp,26734.277,False,False
308,2023-01-01,Q,nominal_gdp,27164.359,False,False
309,2023-04-01,Q,nominal_gdp,27453.815,False,False
310,2023-07-01,Q,nominal_gdp,27967.697,False,False
311,2023-10-01,Q,nominal_gdp,28296.967,False,False
312,2024-01-01,Q,nominal_gdp,28624.069,False,False
313,2024-04-01,Q,nominal_gdp,29016.714,False,False
314,2024-07-01,Q,nominal_gdp,29374.914,False,False
315,2024-10-01,Q,nominal_gdp,29723.864,False,False
316,2025-01-01,Q,nominal_gdp,29962.047,False,False
317,2025-04-01,Q,nominal_gdp,30353.902,False,False
