,TIME_PERIOD,FREQUENCY,INDICATOR,value,missing,anomaly
36,1968-01-01,Q,personal_consumption_expenditures_services_health_care,34.128,False,False
37,1968-04-01,Q,personal_consumption_expenditures_services_health_care,35.947,False,False
38,1968-07-01,Q,personal_consumption_expenditures_services_health_care,37.326,False,False
39,1968-10-01,Q,personal_consumption_expenditures_services_health_care,38.903,False,False
40,1969-01-01,Q,personal_consumption_expenditures_services_health_care,40.26,False,False
41,1969-04-01,Q,personal_consumption_expenditures_services_health_care,41.602,False,False
42,1969-07-01,Q,personal_consumption_expenditures_services_health_care,42.541,False,False
43,1969-10-01,Q,personal_consumption_expenditures_services_health_care,43.831,False,False
44,1970-01-01,Q,personal_consumption_expenditures_services_health_care,45.474,False,False
45,1970-04-01,Q,personal_consumption_expenditures_services_health_care,46.653,False,False
46,1970-07-01,Q,personal_consumption_expenditures_services_health_care,48.272,False,False
47,1970-10-01,Q,personal_consumption_expenditures_services_health_care,50.255,False,False
48,1971-01-01,Q,personal_consumption_expenditures_services_health_care,51.256,False,False
49,1971-04-01,Q,personal_consumption_expenditures_services_health_care,52.882,False,False
50,1971-07-01,Q,personal_consumption_expenditures_services_health_care,54.632,False,False
51,1971-10-01,Q,personal_consumption_expenditures_services_health_care,56.13,False,False
52,1972-01-01,Q,personal_consumption_expenditures_services_health_care,57.619,False,False
53,1972-04-01,Q,personal_consumption_expenditures_services_health_care,59.037,False,False
54,1972-07-01,Q,personal_consumption_expenditures_services_health_care,60.636,False,False
55,1972-10-01,Q,personal_consumption_expenditures_services_health_care,62.078,False,False
56,1973-01-01,Q,personal_consumption_expenditures_services_health_care,64.445,False,False
57,1973-04-01,Q,personal_consumption_expenditures_services_health_care,66.479,False,False
58,1973-07-01,Q,personal_consumption_expenditures_services_health_care,68.055,False,False
59,1973-10-01,Q,personal_consumption_expenditures_services_health_care,69.722,False,False
60,1974-01-01,Q,personal_consumption_expenditures_services_health_care,71.857,False,False
61,1974-04-01,Q,personal_consumption_expenditures_services_health_care,74.612,False,False
62,1974-07-01,Q,personal_consumption_expenditures_services_health_care,77.426,False,False
63,1974-10-01,Q,personal_consumption_expenditures_services_health_care,80.436,False,False
64,1975-01-01,Q,personal_consumption_expenditures_services_health_care,84.534,False,False
65,1975-04-01,Q,personal_consumption_expenditures_services_health_care,87.719,False,False
66,1975-07-01,Q,personal_consumption_expenditures_services_health_care,89.523,False,False
67,1975-10-01,Q,personal_consumption_expenditures_services_health_care,94.224,False,False
68,1976-01-01,Q,personal_consumption_expenditures_services_health_care,97.328,False,False
69,1976-04-01,Q,personal_consumption_expenditures_services_health_care,100.338,False,False
70,1976-07-01,Q,personal_consumption_expenditures_services_health_care,103.355,False,False
71,1976-10-01,Q,personal_consumption_expenditures_services_health_care,106.375,False,False
72,1977-01-01,Q,personal_consumption_expenditures_services_health_care,109.72,False,False
73,1977-04-01,Q,personal_consumption_expenditures_services_health_care,114.804,False,False
74,1977-07-01,Q,personal_consumption_expenditures_services_health_care,117.979,False,False
75,1977-10-01,Q,personal_consumption_expenditures_services_health_care,120.26,False,False
76,1978-01-01,Q,personal_consumption_expenditures_services_health_care,125.249,False,False
77,1978-04-01,Q,personal_consumption_expenditures_services_health_care,129.525,False,False
78,1978-07-01,Q,personal_consumption_expenditures_services_health_care,132.784,False,False
79,1978-10-01,Q,personal_consumption_expenditures_services_health_care,137.25,False,False
80,1979-01-01,Q,personal_consumption_expenditures_services_health_care,141.66,False,False
81,1979-04-01,Q,personal_consumption_expenditures_services_health_care,146.077,False,False
82,1979-07-01,Q,personal_consumption_expenditures_services_health_care,151.006,False,False
83,1979-10-01,Q,personal_consumption_expenditures_services_health_care,156.615,False,False
84,1980-01-01,Q,personal_consumption_expenditures_services_health_care,162.44,False,False
85,1980-04-01,Q,personal_consumption_expenditures_services_health_care,165.68,False,False
86,1980-07-01,Q,personal_consumption_expenditures_services_health_care,174.673,False,False
87,1980-10-01,Q,personal_consumption_expenditures_services_health_care,183.849,False,False
88,1981-01-01,Q,personal_consumption_expenditures_services_health_care,191.413,False,False
89,1981-04-01,Q,personal_consumption_expenditures_services_health_care,199.025,False,False
90,1981-07-01,Q,personal_consumption_expenditures_services_health_care,206.166,False,False
91,1981-10-01,Q,personal_consumption_expenditures_services_health_care,211.047,False,False
92,1982-01-01,Q,personal_consumption_expenditures_services_health_care,215.363,False,False
93,1982-04-01,Q,personal_consumption_expenditures_services_health_care,221.097,False,False
94,1982-07-01,Q,personal_consumption_expenditures_services_health_care,228.28,False,False
95,1982-10-01,Q,personal_consumption_expenditures_services_health_care,235.99,False,False
96,1983-01-01,Q,personal_consumption_expenditures_services_health_care,243.577,False,False
97,1983-04-01,Q,personal_consumption_expenditures_services_health_care,250.172,False,False
98,1983-07-01,Q,personal_consumption_expenditures_services_health_care,256.246,False,False
99,1983-10-01,Q,personal_consumption_expenditures_services_health_care,262.504,False,False
100,1984-01-01,Q,personal_consumption_expenditures_services_health_care,269.179,False,False
101,1984-04-01,Q,personal_consumption_expenditures_services_health_care,273.637,False,False
102,1984-07-01,Q,personal_consumption_expenditures_services_health_care,278.738,False,False
103,1984-10-01,Q,personal_consumption_expenditures_services_health_care,284.352,False,False
104,1985-01-01,Q,personal_consumption_expenditures_services_health_care,290.984,False,False
105,1985-04-01,Q,personal_consumption_expenditures_services_health_care,297.708,False,False
106,1985-07-01,Q,personal_consumption_expenditures_services_health_care,306.086,False,False
107,1985-10-01,Q,personal_consumption_expenditures_services_health_care,314.004,False,False
108,1986-01-01,Q,personal_consumption_expenditures_services_health_care,320.588,False,False
109,1986-04-01,Q,personal_consumption_expenditures_services_health_care,325.843,False,False
110,1986-07-01,Q,personal_consumption_expenditures_services_health_care,332.633,False,False
111,1986-10-01,Q,personal_consumption_expenditures_services_health_care,341.573,False,False
112,1987-01-01,Q,personal_consumption_expenditures_services_health_care,350.593,False,False
113,1987-04-01,Q,personal_consumption_expenditures_services_health_care,360.978,False,False
114,1987-07-01,Q,personal_consumption_expenditures_services_health_care,371.927,False,False
115,1987-10-01,Q,personal_consumption_expenditures_services_health_care,380.547,False,False
116,1988-01-01,Q,personal_consumption_expenditures_services_health_care,392.68,False,False
117,1988-04-01,Q,personal_consumption_expenditures_services_health_care,404.419,False,False
118,1988-07-01,Q,personal_consumption_expenditures_services_health_care,416.735,False,False
119,1988-10-01,Q,personal_consumption_expenditures_services_health_care,426.373,False,False
120,1989-01-01,Q,personal_consumption_expenditures_services_health_care,437.111,False,False
121,1989-04-01,Q,personal_consumption_expenditures_services_health_care,444.815,False,False
122,1989-07-01,Q,personal_consumption_expenditures_services_health_care,454.493,False,False
123,1989-10-01,Q,personal_consumption_expenditures_services_health_care,468.414,False,False
124,1990-01-01,Q,personal_consumption_expenditures_services_health_care,483.085,False,False
125,1990-04-01,Q,personal_consumption_expenditures_services_health_care,499.377,False,False
126,1990-07-01,Q,personal_consumption_expenditures_services_health_care,515.239,False,False
127,1990-10-01,Q,personal_consumption_expenditures_services_health_care,527.102,False,False
128,1991-01-01,Q,personal_consumption_expenditures_services_health_care,536.323,False,False
129,1991-04-01,Q,personal_consumption_expenditures_services_health_care,548.092,False,False
130,1991-07-01,Q,personal_consumption_expenditures_services_health_care,561.328,False,False
131,1991-10-01,Q,personal_consumption_expenditures_services_health_care,577.296,False,False
132,1992-01-01,Q,personal_consumption_expenditures_services_health_care,593.101,False,False
133,1992-04-01,Q,personal_consumption_expenditures_services_health_care,607.777,False,False
134,1992-07-01,Q,personal_consumption_expenditures_services_health_care,620.468,False,False
135,1992-10-01,Q,personal_consumption_expenditures_services_health_care,629.795,False,False
136,1993-01-01,Q,personal_consumption_expenditures_services_health_care,638.784,False,False
137,1993-04-01,Q,personal_consumption_expenditures_services_health_care,644.976,False,False
138,1993-07-01,Q,personal_consumption_expenditures_services_health_care,652.806,False,False
139,1993-10-01,Q,personal_consumption_expenditures_services_health_care,658.668,False,False
140,1994-01-01,Q,personal_consumption_expenditures_services_health_care,667.115,False,False
141,1994-04-01,Q,personal_consumption_expenditures_services_health_care,675.466,False,False
142,1994-07-01,Q,personal_consumption_expenditures_services_health_care,684.684,False,False
143,1994-10-01,Q,personal_consumption_expenditures_services_health_care,694.578,False,False
144,1995-01-01,Q,personal_consumption_expenditures_services_health_care,707.806,False,False
145,1995-04-01,Q,personal_consumption_expenditures_services_health_care,715.579,False,False
146,1995-07-01,Q,personal_consumption_expenditures_services_health_care,723.568,False,False
147,1995-10-01,Q,personal_consumption_expenditures_services_health_care,732.589,False,False
148,1996-01-01,Q,personal_consumption_expenditures_services_health_care,736.339,False,False
149,1996-04-01,Q,personal_consumption_expenditures_services_health_care,748.011,False,False
150,1996-07-01,Q,personal_consumption_expenditures_services_health_care,754.784,False,False
151,1996-10-01,Q,personal_consumption_expenditures_services_health_care,769.13,False,False
152,1997-01-01,Q,personal_consumption_expenditures_services_health_care,776.345,False,False
153,1997-04-01,Q,personal_consumption_expenditures_services_health_care,785.383,False,False
154,1997-07-01,Q,personal_consumption_expenditures_services_health_care,796.49,False,False
155,1997-10-01,Q,personal_consumption_expenditures_services_health_care,805.573,False,False
156,1998-01-01,Q,personal_consumption_expenditures_services_health_care,820.165,False,False
157,1998-04-01,Q,personal_consumption_expenditures_services_health_care,829.312,False,False
158,1998-07-01,Q,personal_consumption_expenditures_services_health_care,836.746,False,False
159,1998-10-01,Q,personal_consumption_expenditures_services_health_care,841.957,False,False
160,1999-01-01,Q,personal_consumption_expenditures_services_health_care,848.878,False,False
161,1999-04-01,Q,personal_consumption_expenditures_services_health_care,856.132,False,False
162,1999-07-01,Q,personal_consumption_expenditures_services_health_care,867.806,False,False
163,1999-10-01,Q,personal_consumption_expenditures_services_health_care,881.542,False,False
164,2000-01-01,Q,personal_consumption_expenditures_services_health_care,893.835,False,False
165,2000-04-01,Q,personal_consumption_expenditures_services_health_care,910.022,False,False
166,2000-07-01,Q,personal_consumption_expenditures_services_health_care,926.69,False,False
167,2000-10-01,Q,personal_consumption_expenditures_services_health_care,943.151,False,False
168,2001-01-01,Q,personal_consumption_expenditures_services_health_care,966.199,False,False
169,2001-04-01,Q,personal_consumption_expenditures_services_health_care,985.03,False,False
170,2001-07-01,Q,personal_consumption_expenditures_services_health_care,1006.119,False,False
171,2001-10-01,Q,personal_consumption_expenditures_services_health_care,1028.908,False,False
172,2002-01-01,Q,personal_consumption_expenditures_services_health_care,1052.143,False,False
173,2002-04-01,Q,personal_consumption_expenditures_services_health_care,1074.64,False,False
174,2002-07-01,Q,personal_consumption_expenditures_services_health_care,1094.293,False,False
175,2002-10-01,Q,personal_consumption_expenditures_services_health_care,1110.412,False,False
176,2003-01-01,Q,personal_consumption_expenditures_services_health_care,1126.395,False,False
177,2003-04-01,Q,personal_consumption_expenditures_services_health_care,1144.689,False,False
178,2003-07-01,Q,personal_consumption_expenditures_services_health_care,1163.163,False,False
179,2003-10-01,Q,personal_consumption_expenditures_services_health_care,1181.95,False,False
180,2004-01-01,Q,personal_consumption_expenditures_services_health_care,1201.988,False,False
181,2004-04-01,Q,personal_consumption_expenditures_services_health_care,1225.984,False,False
182,2004-07-01,Q,personal_consumption_expenditures_services_health_care,1252.486,False,False
183,2004-10-01,Q,personal_consumption_expenditures_services_health_care,1275.036,False,False
184,2005-01-01,Q,personal_consumption_expenditures_services_health_care,1291.891,False,False
185,2005-04-01,Q,personal_consumption_expenditures_services_health_care,1309.461,False,False
186,2005-07-01,Q,personal_consumption_expenditures_services_health_care,1333.172,False,False
187,2005-10-01,Q,personal_consumption_expenditures_services_health_care,1347.609,False,False
188,2006-01-01,Q,personal_consumption_expenditures_services_health_care,1362.221,False,False
189,2006-04-01,Q,personal_consumption_expenditures_services_health_care,1382.372,False,False
190,2006-07-01,Q,personal_consumption_expenditures_services_health_care,1401.48,False,False
191,2006-10-01,Q,personal_consumption_expenditures_services_health_care,1421.494,False,False
192,2007-01-01,Q,personal_consumption_expenditures_services_health_care,1449.312,False,False
193,2007-04-01,Q,personal_consumption_expenditures_services_health_care,1464.526,False,False
194,2007-07-01,Q,personal_consumption_expenditures_services_health_care,1487.965,False,False
195,2007-10-01,Q,personal_consumption_expenditures_services_health_care,1511.033,False,False
196,2008-01-01,Q,personal_consumption_expenditures_services_health_care,1535.344,False,False
197,2008-04-01,Q,personal_consumption_expenditures_services_health_care,1548.081,False,False
198,2008-07-01,Q,personal_consumption_expenditures_services_health_care,1562.174,False,False
199,2008-10-01,Q,personal_consumption_expenditures_services_health_care,1575.785,False,False
200,2009-01-01,Q,personal_consumption_expenditures_services_health_care,1600.08,False,False
201,2009-04-01,Q,personal_consumption_expenditures_services_health_care,1627.52,False,False
202,2009-07-01,Q,personal_consumption_expenditures_services_health_care,1647.796,False,False
203,2009-10-01,Q,personal_consumption_expenditures_services_health_care,1655.552,False,False
204,2010-01-01,Q,personal_consumption_expenditures_services_health_care,1663.318,False,False
205,2010-04-01,Q,personal_consumption_expenditures_services_health_care,1687.097,False,False
206,2010-07-01,Q,personal_consumption_expenditures_services_health_care,1718.993,False,False
207,2010-10-01,Q,personal_consumption_expenditures_services_health_care,1728.828,False,False
208,2011-01-01,Q,personal_consumption_expenditures_services_health_care,1741.477,False,False
209,2011-04-01,Q,personal_consumption_expenditures_services_health_care,1753.447,False,False
210,2011-07-01,Q,personal_consumption_expenditures_services_health_care,1755.429,False,False
211,2011-10-01,Q,personal_consumption_expenditures_services_health_care,1778.232,False,False
212,2012-01-01,Q,personal_consumption_expenditures_services_health_care,1811.171,False,False
213,2012-04-01,Q,personal_consumption_expenditures_services_health_care,1814.154,False,False
214,2012-07-01,Q,personal_consumption_expenditures_services_health_care,1823.392,False,False
215,2012-10-01,Q,personal_consumption_expenditures_services_health_care,1836.456,False,False
216,2013-01-01,Q,personal_consumption_expenditures_services_health_care,1839.496,False,False
217,2013-04-01,Q,personal_consumption_expenditures_services_health_care,1854.011,False,False
218,2013-07-01,Q,personal_consumption_expenditures_services_health_care,1866.415,False,False
219,2013-10-01,Q,personal_consumption_expenditures_services_health_care,1895.163,False,False
220,2014-01-01,Q,personal_consumption_expenditures_services_health_care,1885.858,False,False
221,2014-04-01,Q,personal_consumption_expenditures_services_health_care,1926.332,False,False
222,2014-07-01,Q,personal_consumption_expenditures_services_health_care,1967.554,False,False
223,2014-10-01,Q,personal_consumption_expenditures_services_health_care,2002.097,False,False
224,2015-01-01,Q,personal_consumption_expenditures_services_health_care,2024.009,False,False
225,2015-04-01,Q,personal_consumption_expenditures_services_health_care,2045.927,False,False
226,2015-07-01,Q,personal_consumption_expenditures_services_health_care,2082.674,False,False
227,2015-10-01,Q,personal_consumption_expenditures_services_health_care,2086.449,False,False
228,2016-01-01,Q,personal_consumption_expenditures_services_health_care,2127.758,False,False
229,2016-04-01,Q,personal_consumption_expenditures_services_health_care,2165.388,False,False
230,2016-07-01,Q,personal_consumption_expenditures_services_health_care,2165.575,False,False
231,2016-10-01,Q,personal_consumption_expenditures_services_health_care,2199.816,False,False
232,2017-01-01,Q,personal_consumption_expenditures_services_health_care,2223.334,False,False
233,2017-04-01,Q,personal_consumption_expenditures_services_health_care,2222.39,False,False
234,2017-07-01,Q,personal_consumption_expenditures_services_health_care,2254.809,False,False
235,2017-10-01,Q,personal_consumption_expenditures_services_health_care,2280.69,False,False
236,2018-01-01,Q,personal_consumption_expenditures_services_health_care,2309.488,False,False
237,2018-04-01,Q,personal_consumption_expenditures_services_health_care,2334.007,False,False
238,2018-07-01,Q,personal_consumption_expenditures_services_health_care,2369.061,False,False
239,2018-10-01,Q,personal_consumption_expenditures_services_health_care,2366.402,False,False
240,2019-01-01,Q,personal_consumption_expenditures_services_health_care,2421.242,False,False
241,2019-04-01,Q,personal_consumption_expenditures_services_health_care,2454.358,False,False
242,2019-07-01,Q,personal_consumption_expenditures_services_health_care,2484.698,False,False
243,2019-10-01,Q,personal_consumption_expenditures_services_health_care,2529.264,False,False
244,2020-01-01,Q,personal_consumption_expenditures_services_health_care,2443.442,False,False
245,2020-04-01,Q,personal_consumption_expenditures_services_health_care,2057.824,False,False
246,2020-07-01,Q,personal_consumption_expenditures_services_health_care,2408.136,False,False
247,2020-10-01,Q,personal_consumption_expenditures_services_health_care,2507.258,False,False
248,2021-01-01,Q,personal_consumption_expenditures_services_health_care,2533.956,False,False
249,2021-04-01,Q,personal_consumption_expenditures_services_health_care,2622.981,False,False
250,2021-07-01,Q,personal_consumption_expenditures_services_health_care,2677.615,False,False
251,2021-10-01,Q,personal_consumption_expenditures_services_health_care,2722.669,False,False
252,2022-01-01,Q,personal_consumption_expenditures_services_health_care,2753.784,False,False
253,2022-04-01,Q,personal_consumption_expenditures_services_health_care,2772.666,False,False
254,2022-07-01,Q,personal_consumption_expenditures_services_health_care,2835.349,False,False
255,2022-10-01,Q,personal_consumption_expenditures_services_health_care,2900.963,False,False
256,2023-01-01,Q,personal_consumption_expenditures_services_health_care,2983.283,False,False
257,2023-04-01,Q,personal_consumption_expenditures_services_health_care,3029.926,False,False
258,2023-07-01,Q,personal_consumption_expenditures_services_health_care,3068.561,False,False
259,2023-10-01,Q,personal_consumption_expenditures_services_health_care,3148.823,False,False
260,2024-01-01,Q,personal_consumption_expenditures_services_health_care,3233.571,False,False
261,2024-04-01,Q,personal_consumption_expenditures_services_health_care,3274.327,False,False
262,2024-07-01,Q,personal_consumption_expenditures_services_health_care,3344.044,False,False
263,2024-10-01,Q,personal_consumption_expenditures_services_health_care,3405.051,False,False
264,2025-01-01,Q,personal_consumption_expenditures_services_health_care,3449.752,False,False
265,2025-04-01,Q,personal_consumption_expenditures_services_health_care,3511.43,False,False
