,TIME_PERIOD,FREQ,COUNTRY,INDICATOR,value,missing,anomaly
134,1959-09-01,M,DE,central_bank_policy_rates,3.0,False,False
135,1959-10-01,M,DE,central_bank_policy_rates,4.0,False,False
136,1959-11-01,M,DE,central_bank_policy_rates,4.0,False,False
137,1959-12-01,M,DE,central_bank_policy_rates,4.0,False,False
138,1960-01-01,M,DE,central_bank_policy_rates,4.0,False,False
139,1960-02-01,M,DE,central_bank_policy_rates,4.0,False,False
140,1960-03-01,M,DE,central_bank_policy_rates,4.0,False,False
141,1960-04-01,M,DE,central_bank_policy_rates,4.0,False,False
142,1960-05-01,M,DE,central_bank_policy_rates,4.0,False,False
143,1960-06-01,M,DE,central_bank_policy_rates,5.0,False,False
144,1960-07-01,M,DE,central_bank_policy_rates,5.0,False,False
145,1960-08-01,M,DE,central_bank_policy_rates,5.0,False,False
146,1960-09-01,M,DE,central_bank_policy_rates,5.0,False,False
147,1960-10-01,M,DE,central_bank_policy_rates,5.0,False,False
148,1960-11-01,M,DE,central_bank_policy_rates,4.0,False,False
149,1960-12-01,M,DE,central_bank_policy_rates,4.0,False,False
150,1961-01-01,M,DE,central_bank_policy_rates,3.5,False,False
151,1961-02-01,M,DE,central_bank_policy_rates,3.5,False,False
152,1961-03-01,M,DE,central_bank_policy_rates,3.5,False,False
153,1961-04-01,M,DE,central_bank_policy_rates,3.5,False,False
154,1961-05-01,M,DE,central_bank_policy_rates,3.0,False,False
155,1961-06-01,M,DE,central_bank_policy_rates,3.0,False,False
156,1961-07-01,M,DE,central_bank_policy_rates,3.0,False,False
157,1961-08-01,M,DE,central_bank_policy_rates,3.0,False,False
158,1961-09-01,M,DE,central_bank_policy_rates,3.0,False,False
159,1961-10-01,M,DE,central_bank_policy_rates,3.0,False,False
160,1961-11-01,M,DE,central_bank_policy_rates,3.0,False,False
161,1961-12-01,M,DE,central_bank_policy_rates,3.0,False,False
162,1962-01-01,M,DE,central_bank_policy_rates,3.0,False,False
163,1962-02-01,M,DE,central_bank_policy_rates,3.0,False,False
164,1962-03-01,M,DE,central_bank_policy_rates,3.0,False,False
165,1962-04-01,M,DE,central_bank_policy_rates,3.0,False,False
166,1962-05-01,M,DE,central_bank_policy_rates,3.0,False,False
167,1962-06-01,M,DE,central_bank_policy_rates,3.0,False,False
168,1962-07-01,M,DE,central_bank_policy_rates,3.0,False,False
169,1962-08-01,M,DE,central_bank_policy_rates,3.0,False,False
170,1962-09-01,M,DE,central_bank_policy_rates,3.0,False,False
171,1962-10-01,M,DE,central_bank_policy_rates,3.0,False,False
172,1962-11-01,M,DE,central_bank_policy_rates,3.0,False,False
173,1962-12-01,M,DE,central_bank_policy_rates,3.0,False,False
174,1963-01-01,M,DE,central_bank_policy_rates,3.0,False,False
175,1963-02-01,M,DE,central_bank_policy_rates,3.0,False,False
176,1963-03-01,M,DE,central_bank_policy_rates,3.0,False,False
177,1963-04-01,M,DE,central_bank_policy_rates,3.0,False,False
178,1963-05-01,M,DE,central_bank_policy_rates,3.0,False,False
179,1963-06-01,M,DE,central_bank_policy_rates,3.0,False,False
180,1963-07-01,M,DE,central_bank_policy_rates,3.0,False,False
181,1963-08-01,M,DE,central_bank_policy_rates,3.0,False,False
182,1963-09-01,M,DE,central_bank_policy_rates,3.0,False,False
183,1963-10-01,M,DE,central_bank_policy_rates,3.0,False,False
184,1963-11-01,M,DE,central_bank_policy_rates,3.0,False,False
185,1963-12-01,M,DE,central_bank_policy_rates,3.0,False,False
186,1964-01-01,M,DE,central_bank_policy_rates,3.0,False,False
187,1964-02-01,M,DE,central_bank_policy_rates,3.0,False,False
188,1964-03-01,M,DE,central_bank_policy_rates,3.0,False,False
189,1964-04-01,M,DE,central_bank_policy_rates,3.0,False,False
190,1964-05-01,M,DE,central_bank_policy_rates,3.0,False,False
191,1964-06-01,M,DE,central_bank_policy_rates,3.0,False,False
192,1964-07-01,M,DE,central_bank_policy_rates,3.0,False,False
193,1964-08-01,M,DE,central_bank_policy_rates,3.0,False,False
194,1964-09-01,M,DE,central_bank_policy_rates,3.0,False,False
195,1964-10-01,M,DE,central_bank_policy_rates,3.0,False,False
196,1964-11-01,M,DE,central_bank_policy_rates,3.0,False,False
197,1964-12-01,M,DE,central_bank_policy_rates,3.0,False,False
198,1965-01-01,M,DE,central_bank_policy_rates,3.5,False,False
199,1965-02-01,M,DE,central_bank_policy_rates,3.5,False,False
200,1965-03-01,M,DE,central_bank_policy_rates,3.5,False,False
201,1965-04-01,M,DE,central_bank_policy_rates,3.5,False,False
202,1965-05-01,M,DE,central_bank_policy_rates,3.5,False,False
203,1965-06-01,M,DE,central_bank_policy_rates,3.5,False,False
204,1965-07-01,M,DE,central_bank_policy_rates,3.5,False,False
205,1965-08-01,M,DE,central_bank_policy_rates,4.0,False,False
206,1965-09-01,M,DE,central_bank_policy_rates,4.0,False,False
207,1965-10-01,M,DE,central_bank_policy_rates,4.0,False,False
208,1965-11-01,M,DE,central_bank_policy_rates,4.0,False,False
209,1965-12-01,M,DE,central_bank_policy_rates,4.0,False,False
210,1966-01-01,M,DE,central_bank_policy_rates,4.0,False,False
211,1966-02-01,M,DE,central_bank_policy_rates,4.0,False,False
212,1966-03-01,M,DE,central_bank_policy_rates,4.0,False,False
213,1966-04-01,M,DE,central_bank_policy_rates,4.0,False,False
214,1966-05-01,M,DE,central_bank_policy_rates,5.0,False,False
215,1966-06-01,M,DE,central_bank_policy_rates,5.0,False,False
216,1966-07-01,M,DE,central_bank_policy_rates,5.0,False,False
217,1966-08-01,M,DE,central_bank_policy_rates,5.0,False,False
218,1966-09-01,M,DE,central_bank_policy_rates,5.0,False,False
219,1966-10-01,M,DE,central_bank_policy_rates,5.0,False,False
220,1966-11-01,M,DE,central_bank_policy_rates,5.0,False,False
221,1966-12-01,M,DE,central_bank_policy_rates,5.0,False,False
222,1967-01-01,M,DE,central_bank_policy_rates,4.5,False,False
223,1967-02-01,M,DE,central_bank_policy_rates,4.0,False,False
224,1967-03-01,M,DE,central_bank_policy_rates,4.0,False,False
225,1967-04-01,M,DE,central_bank_policy_rates,3.5,False,False
226,1967-05-01,M,DE,central_bank_policy_rates,3.0,False,False
227,1967-06-01,M,DE,central_bank_policy_rates,3.0,False,False
228,1967-07-01,M,DE,central_bank_policy_rates,3.0,False,False
229,1967-08-01,M,DE,central_bank_policy_rates,3.0,False,False
230,1967-09-01,M,DE,central_bank_policy_rates,3.0,False,False
231,1967-10-01,M,DE,central_bank_policy_rates,3.0,False,False
232,1967-11-01,M,DE,central_bank_policy_rates,3.0,False,False
233,1967-12-01,M,DE,central_bank_policy_rates,3.0,False,False
234,1968-01-01,M,DE,central_bank_policy_rates,3.0,False,False
235,1968-02-01,M,DE,central_bank_policy_rates,3.0,False,False
236,1968-03-01,M,DE,central_bank_policy_rates,3.0,False,False
237,1968-04-01,M,DE,central_bank_policy_rates,3.0,False,False
238,1968-05-01,M,DE,central_bank_policy_rates,3.0,False,False
239,1968-06-01,M,DE,central_bank_policy_rates,3.0,False,False
240,1968-07-01,M,DE,central_bank_policy_rates,3.0,False,False
241,1968-08-01,M,DE,central_bank_policy_rates,3.0,False,False
242,1968-09-01,M,DE,central_bank_policy_rates,3.0,False,False
243,1968-10-01,M,DE,central_bank_policy_rates,3.0,False,False
244,1968-11-01,M,DE,central_bank_policy_rates,3.0,False,False
245,1968-12-01,M,DE,central_bank_policy_rates,3.0,False,False
246,1969-01-01,M,DE,central_bank_policy_rates,3.0,False,False
247,1969-02-01,M,DE,central_bank_policy_rates,3.0,False,False
248,1969-03-01,M,DE,central_bank_policy_rates,3.0,False,False
249,1969-04-01,M,DE,central_bank_policy_rates,4.0,False,False
250,1969-05-01,M,DE,central_bank_policy_rates,4.0,False,False
251,1969-06-01,M,DE,central_bank_policy_rates,5.0,False,False
252,1969-07-01,M,DE,central_bank_policy_rates,5.0,False,False
253,1969-08-01,M,DE,central_bank_policy_rates,5.0,False,False
254,1969-09-01,M,DE,central_bank_policy_rates,6.0,False,False
255,1969-10-01,M,DE,central_bank_policy_rates,6.0,False,False
256,1969-11-01,M,DE,central_bank_policy_rates,6.0,False,False
257,1969-12-01,M,DE,central_bank_policy_rates,6.0,False,False
258,1970-01-01,M,DE,central_bank_policy_rates,6.0,False,False
259,1970-02-01,M,DE,central_bank_policy_rates,6.0,False,False
260,1970-03-01,M,DE,central_bank_policy_rates,7.5,False,False
261,1970-04-01,M,DE,central_bank_policy_rates,7.5,False,False
262,1970-05-01,M,DE,central_bank_policy_rates,7.5,False,False
263,1970-06-01,M,DE,central_bank_policy_rates,7.5,False,False
264,1970-07-01,M,DE,central_bank_policy_rates,7.0,False,False
265,1970-08-01,M,DE,central_bank_policy_rates,7.0,False,False
266,1970-09-01,M,DE,central_bank_policy_rates,7.0,False,False
267,1970-10-01,M,DE,central_bank_policy_rates,7.0,False,False
268,1970-11-01,M,DE,central_bank_policy_rates,6.5,False,False
269,1970-12-01,M,DE,central_bank_policy_rates,6.0,False,False
270,1971-01-01,M,DE,central_bank_policy_rates,6.0,False,False
271,1971-02-01,M,DE,central_bank_policy_rates,6.0,False,False
272,1971-03-01,M,DE,central_bank_policy_rates,6.0,False,False
273,1971-04-01,M,DE,central_bank_policy_rates,5.0,False,False
274,1971-05-01,M,DE,central_bank_policy_rates,5.0,False,False
275,1971-06-01,M,DE,central_bank_policy_rates,5.0,False,False
276,1971-07-01,M,DE,central_bank_policy_rates,5.0,False,False
277,1971-08-01,M,DE,central_bank_policy_rates,5.0,False,False
278,1971-09-01,M,DE,central_bank_policy_rates,5.0,False,False
279,1971-10-01,M,DE,central_bank_policy_rates,4.5,False,False
280,1971-11-01,M,DE,central_bank_policy_rates,4.5,False,False
281,1971-12-01,M,DE,central_bank_policy_rates,4.0,False,False
282,1972-01-01,M,DE,central_bank_policy_rates,4.0,False,False
283,1972-02-01,M,DE,central_bank_policy_rates,3.0,False,False
284,1972-03-01,M,DE,central_bank_policy_rates,3.0,False,False
285,1972-04-01,M,DE,central_bank_policy_rates,3.0,False,False
286,1972-05-01,M,DE,central_bank_policy_rates,3.0,False,False
287,1972-06-01,M,DE,central_bank_policy_rates,3.0,False,False
288,1972-07-01,M,DE,central_bank_policy_rates,3.0,False,False
289,1972-08-01,M,DE,central_bank_policy_rates,3.0,False,False
290,1972-09-01,M,DE,central_bank_policy_rates,3.0,False,False
291,1972-10-01,M,DE,central_bank_policy_rates,3.5,False,False
292,1972-11-01,M,DE,central_bank_policy_rates,4.0,False,False
293,1972-12-01,M,DE,central_bank_policy_rates,4.5,False,False
294,1973-01-01,M,DE,central_bank_policy_rates,5.0,False,False
295,1973-02-01,M,DE,central_bank_policy_rates,5.0,False,False
296,1973-03-01,M,DE,central_bank_policy_rates,5.0,False,False
297,1973-04-01,M,DE,central_bank_policy_rates,5.0,False,False
298,1973-05-01,M,DE,central_bank_policy_rates,6.0,False,False
299,1973-06-01,M,DE,central_bank_policy_rates,7.0,False,False
300,1973-07-01,M,DE,central_bank_policy_rates,7.0,False,False
301,1973-08-01,M,DE,central_bank_policy_rates,7.0,False,False
302,1973-09-01,M,DE,central_bank_policy_rates,7.0,False,False
303,1973-10-01,M,DE,central_bank_policy_rates,7.0,False,False
304,1973-11-01,M,DE,central_bank_policy_rates,7.0,False,False
305,1973-12-01,M,DE,central_bank_policy_rates,7.0,False,False
306,1974-01-01,M,DE,central_bank_policy_rates,7.0,False,False
307,1974-02-01,M,DE,central_bank_policy_rates,7.0,False,False
308,1974-03-01,M,DE,central_bank_policy_rates,7.0,False,False
309,1974-04-01,M,DE,central_bank_policy_rates,7.0,False,False
310,1974-05-01,M,DE,central_bank_policy_rates,7.0,False,False
311,1974-06-01,M,DE,central_bank_policy_rates,7.0,False,False
312,1974-07-01,M,DE,central_bank_policy_rates,7.0,False,False
313,1974-08-01,M,DE,central_bank_policy_rates,7.0,False,False
314,1974-09-01,M,DE,central_bank_policy_rates,7.0,False,False
315,1974-10-01,M,DE,central_bank_policy_rates,6.5,False,False
316,1974-11-01,M,DE,central_bank_policy_rates,6.5,False,False
317,1974-12-01,M,DE,central_bank_policy_rates,6.0,False,False
318,1975-01-01,M,DE,central_bank_policy_rates,6.0,False,False
319,1975-02-01,M,DE,central_bank_policy_rates,5.5,False,False
320,1975-03-01,M,DE,central_bank_policy_rates,5.0,False,False
321,1975-04-01,M,DE,central_bank_policy_rates,5.0,False,False
322,1975-05-01,M,DE,central_bank_policy_rates,4.5,False,False
323,1975-06-01,M,DE,central_bank_policy_rates,4.5,False,False
324,1975-07-01,M,DE,central_bank_policy_rates,4.5,False,False
325,1975-08-01,M,DE,central_bank_policy_rates,4.0,False,False
326,1975-09-01,M,DE,central_bank_policy_rates,3.5,False,False
327,1975-10-01,M,DE,central_bank_policy_rates,3.5,False,False
328,1975-11-01,M,DE,central_bank_policy_rates,3.5,False,False
329,1975-12-01,M,DE,central_bank_policy_rates,3.5,False,False
330,1976-01-01,M,DE,central_bank_policy_rates,3.5,False,False
331,1976-02-01,M,DE,central_bank_policy_rates,3.5,False,False
332,1976-03-01,M,DE,central_bank_policy_rates,3.5,False,False
333,1976-04-01,M,DE,central_bank_policy_rates,3.5,False,False
334,1976-05-01,M,DE,central_bank_policy_rates,3.5,False,False
335,1976-06-01,M,DE,central_bank_policy_rates,3.5,False,False
336,1976-07-01,M,DE,central_bank_policy_rates,3.5,False,False
337,1976-08-01,M,DE,central_bank_policy_rates,3.5,False,False
338,1976-09-01,M,DE,central_bank_policy_rates,3.5,False,False
339,1976-10-01,M,DE,central_bank_policy_rates,3.5,False,False
340,1976-11-01,M,DE,central_bank_policy_rates,3.5,False,False
341,1976-12-01,M,DE,central_bank_policy_rates,3.5,False,False
342,1977-01-01,M,DE,central_bank_policy_rates,3.5,False,False
343,1977-02-01,M,DE,central_bank_policy_rates,3.5,False,False
344,1977-03-01,M,DE,central_bank_policy_rates,3.5,False,False
345,1977-04-01,M,DE,central_bank_policy_rates,3.5,False,False
346,1977-05-01,M,DE,central_bank_policy_rates,3.5,False,False
347,1977-06-01,M,DE,central_bank_policy_rates,3.5,False,False
348,1977-07-01,M,DE,central_bank_policy_rates,3.5,False,False
349,1977-08-01,M,DE,central_bank_policy_rates,3.5,False,False
350,1977-09-01,M,DE,central_bank_policy_rates,3.5,False,False
351,1977-10-01,M,DE,central_bank_policy_rates,3.5,False,False
352,1977-11-01,M,DE,central_bank_policy_rates,3.5,False,False
353,1977-12-01,M,DE,central_bank_policy_rates,3.0,False,False
354,1978-01-01,M,DE,central_bank_policy_rates,3.0,False,False
355,1978-02-01,M,DE,central_bank_policy_rates,3.0,False,False
356,1978-03-01,M,DE,central_bank_policy_rates,3.0,False,False
357,1978-04-01,M,DE,central_bank_policy_rates,3.0,False,False
358,1978-05-01,M,DE,central_bank_policy_rates,3.0,False,False
359,1978-06-01,M,DE,central_bank_policy_rates,3.0,False,False
360,1978-07-01,M,DE,central_bank_policy_rates,3.0,False,False
361,1978-08-01,M,DE,central_bank_policy_rates,3.0,False,False
362,1978-09-01,M,DE,central_bank_policy_rates,3.0,False,False
363,1978-10-01,M,DE,central_bank_policy_rates,3.0,False,False
364,1978-11-01,M,DE,central_bank_policy_rates,3.0,False,False
365,1978-12-01,M,DE,central_bank_policy_rates,3.0,False,False
366,1979-01-01,M,DE,central_bank_policy_rates,4.0,False,False
367,1979-02-01,M,DE,central_bank_policy_rates,4.0,False,False
368,1979-03-01,M,DE,central_bank_policy_rates,5.0,False,False
369,1979-04-01,M,DE,central_bank_policy_rates,5.0,False,False
370,1979-05-01,M,DE,central_bank_policy_rates,5.0,False,False
371,1979-06-01,M,DE,central_bank_policy_rates,5.5,False,False
372,1979-07-01,M,DE,central_bank_policy_rates,6.0,False,False
373,1979-08-01,M,DE,central_bank_policy_rates,6.0,False,False
374,1979-09-01,M,DE,central_bank_policy_rates,6.0,False,False
375,1979-10-01,M,DE,central_bank_policy_rates,6.0,False,False
376,1979-11-01,M,DE,central_bank_policy_rates,7.0,False,False
377,1979-12-01,M,DE,central_bank_policy_rates,7.0,False,False
378,1980-01-01,M,DE,central_bank_policy_rates,7.0,False,False
379,1980-02-01,M,DE,central_bank_policy_rates,8.5,False,False
380,1980-03-01,M,DE,central_bank_policy_rates,8.5,False,False
381,1980-04-01,M,DE,central_bank_policy_rates,8.5,False,False
382,1980-05-01,M,DE,central_bank_policy_rates,9.5,False,False
383,1980-06-01,M,DE,central_bank_policy_rates,9.5,False,False
384,1980-07-01,M,DE,central_bank_policy_rates,9.5,False,False
385,1980-08-01,M,DE,central_bank_policy_rates,9.5,False,False
386,1980-09-01,M,DE,central_bank_policy_rates,9.0,False,False
387,1980-10-01,M,DE,central_bank_policy_rates,9.0,False,False
388,1980-11-01,M,DE,central_bank_policy_rates,9.0,False,False
389,1980-12-01,M,DE,central_bank_policy_rates,9.0,False,False
390,1981-01-01,M,DE,central_bank_policy_rates,9.0,False,False
391,1981-02-01,M,DE,central_bank_policy_rates,9.0,False,False
392,1981-03-01,M,DE,central_bank_policy_rates,9.0,False,False
393,1981-04-01,M,DE,central_bank_policy_rates,9.0,False,False
394,1981-05-01,M,DE,central_bank_policy_rates,9.0,False,False
395,1981-06-01,M,DE,central_bank_policy_rates,9.0,False,False
396,1981-07-01,M,DE,central_bank_policy_rates,9.0,False,False
397,1981-08-01,M,DE,central_bank_policy_rates,9.0,False,False
398,1981-09-01,M,DE,central_bank_policy_rates,9.0,False,False
399,1981-10-01,M,DE,central_bank_policy_rates,9.0,False,False
400,1981-11-01,M,DE,central_bank_policy_rates,9.0,False,False
401,1981-12-01,M,DE,central_bank_policy_rates,9.0,False,False
402,1982-01-01,M,DE,central_bank_policy_rates,9.0,False,False
403,1982-02-01,M,DE,central_bank_policy_rates,9.0,False,False
404,1982-03-01,M,DE,central_bank_policy_rates,9.0,False,False
405,1982-04-01,M,DE,central_bank_policy_rates,9.0,False,False
406,1982-05-01,M,DE,central_bank_policy_rates,9.0,False,False
407,1982-06-01,M,DE,central_bank_policy_rates,9.0,False,False
408,1982-07-01,M,DE,central_bank_policy_rates,9.0,False,False
409,1982-08-01,M,DE,central_bank_policy_rates,8.0,False,False
410,1982-09-01,M,DE,central_bank_policy_rates,8.0,False,False
411,1982-10-01,M,DE,central_bank_policy_rates,7.0,False,False
412,1982-11-01,M,DE,central_bank_policy_rates,7.0,False,False
413,1982-12-01,M,DE,central_bank_policy_rates,6.0,False,False
414,1983-01-01,M,DE,central_bank_policy_rates,6.0,False,False
415,1983-02-01,M,DE,central_bank_policy_rates,6.0,False,False
416,1983-03-01,M,DE,central_bank_policy_rates,5.0,False,False
417,1983-04-01,M,DE,central_bank_policy_rates,5.0,False,False
418,1983-05-01,M,DE,central_bank_policy_rates,5.0,False,False
419,1983-06-01,M,DE,central_bank_policy_rates,5.0,False,False
420,1983-07-01,M,DE,central_bank_policy_rates,5.0,False,False
