,TIME_PERIOD,FREQUENCY,INDICATOR,value,missing,anomaly
127,1978-10-01,Q,real_gdp_per_capita,32318.0,False,False
128,1979-01-01,Q,real_gdp_per_capita,32294.0,False,False
129,1979-04-01,Q,real_gdp_per_capita,32244.0,False,False
130,1979-07-01,Q,real_gdp_per_capita,32386.0,False,False
131,1979-10-01,Q,real_gdp_per_capita,32366.0,False,False
132,1980-01-01,Q,real_gdp_per_capita,32377.0,False,False
133,1980-04-01,Q,real_gdp_per_capita,31621.0,False,False
134,1980-07-01,Q,real_gdp_per_capita,31489.0,False,False
135,1980-10-01,Q,real_gdp_per_capita,31990.0,False,False
136,1981-01-01,Q,real_gdp_per_capita,32550.0,False,False
137,1981-04-01,Q,real_gdp_per_capita,32236.0,False,False
138,1981-07-01,Q,real_gdp_per_capita,32533.0,False,False
139,1981-10-01,Q,real_gdp_per_capita,32095.0,False,False
140,1982-01-01,Q,real_gdp_per_capita,31529.0,False,False
141,1982-04-01,Q,real_gdp_per_capita,31603.0,False,False
142,1982-07-01,Q,real_gdp_per_capita,31402.0,False,False
143,1982-10-01,Q,real_gdp_per_capita,31337.0,False,False
144,1983-01-01,Q,real_gdp_per_capita,31686.0,False,False
145,1983-04-01,Q,real_gdp_per_capita,32340.0,False,False
146,1983-07-01,Q,real_gdp_per_capita,32906.0,False,False
147,1983-10-01,Q,real_gdp_per_capita,33513.0,False,False
148,1984-01-01,Q,real_gdp_per_capita,34103.0,False,False
149,1984-04-01,Q,real_gdp_per_capita,34622.0,False,False
150,1984-07-01,Q,real_gdp_per_capita,34871.0,False,False
151,1984-10-01,Q,real_gdp_per_capita,35072.0,False,False
152,1985-01-01,Q,real_gdp_per_capita,35346.0,False,False
153,1985-04-01,Q,real_gdp_per_capita,35582.0,False,False
154,1985-07-01,Q,real_gdp_per_capita,36033.0,False,False
155,1985-10-01,Q,real_gdp_per_capita,36210.0,False,False
156,1986-01-01,Q,real_gdp_per_capita,36476.0,False,False
157,1986-04-01,Q,real_gdp_per_capita,36563.0,False,False
158,1986-07-01,Q,real_gdp_per_capita,36822.0,False,False
159,1986-10-01,Q,real_gdp_per_capita,36931.0,False,False
160,1987-01-01,Q,real_gdp_per_capita,37132.0,False,False
161,1987-04-01,Q,real_gdp_per_capita,37454.0,False,False
162,1987-07-01,Q,real_gdp_per_capita,37685.0,False,False
163,1987-10-01,Q,real_gdp_per_capita,38238.0,False,False
164,1988-01-01,Q,real_gdp_per_capita,38359.0,False,False
165,1988-04-01,Q,real_gdp_per_capita,38782.0,False,False
166,1988-07-01,Q,real_gdp_per_capita,38908.0,False,False
167,1988-10-01,Q,real_gdp_per_capita,39328.0,False,False
168,1989-01-01,Q,real_gdp_per_capita,39648.0,False,False
169,1989-04-01,Q,real_gdp_per_capita,39861.0,False,False
170,1989-07-01,Q,real_gdp_per_capita,40046.0,False,False
171,1989-10-01,Q,real_gdp_per_capita,40015.0,False,False
172,1990-01-01,Q,real_gdp_per_capita,40361.0,False,False
173,1990-04-01,Q,real_gdp_per_capita,40382.0,False,False
174,1990-07-01,Q,real_gdp_per_capita,40266.0,False,False
175,1990-10-01,Q,real_gdp_per_capita,39759.0,False,False
176,1991-01-01,Q,real_gdp_per_capita,39451.0,False,False
177,1991-04-01,Q,real_gdp_per_capita,39632.0,False,False
178,1991-07-01,Q,real_gdp_per_capita,39691.0,False,False
179,1991-10-01,Q,real_gdp_per_capita,39694.0,False,False
180,1992-01-01,Q,real_gdp_per_capita,40051.0,False,False
181,1992-04-01,Q,real_gdp_per_capita,40350.0,False,False
182,1992-07-01,Q,real_gdp_per_capita,40599.0,False,False
183,1992-10-01,Q,real_gdp_per_capita,40881.0,False,False
184,1993-01-01,Q,real_gdp_per_capita,40829.0,False,False
185,1993-04-01,Q,real_gdp_per_capita,40942.0,False,False
186,1993-07-01,Q,real_gdp_per_capita,40997.0,False,False
187,1993-10-01,Q,real_gdp_per_capita,41423.0,False,False
188,1994-01-01,Q,real_gdp_per_capita,41713.0,False,False
189,1994-04-01,Q,real_gdp_per_capita,42154.0,False,False
190,1994-07-01,Q,real_gdp_per_capita,42264.0,False,False
191,1994-10-01,Q,real_gdp_per_capita,42618.0,False,False
192,1995-01-01,Q,real_gdp_per_capita,42654.0,False,False
193,1995-04-01,Q,real_gdp_per_capita,42660.0,False,False
194,1995-07-01,Q,real_gdp_per_capita,42885.0,False,False
195,1995-10-01,Q,real_gdp_per_capita,43044.0,False,False
196,1996-01-01,Q,real_gdp_per_capita,43259.0,False,False
197,1996-04-01,Q,real_gdp_per_capita,43856.0,False,False
198,1996-07-01,Q,real_gdp_per_capita,44105.0,False,False
199,1996-10-01,Q,real_gdp_per_capita,44421.0,False,False
200,1997-01-01,Q,real_gdp_per_capita,44590.0,False,False
201,1997-04-01,Q,real_gdp_per_capita,45203.0,False,False
202,1997-07-01,Q,real_gdp_per_capita,45616.0,False,False
203,1997-10-01,Q,real_gdp_per_capita,45862.0,False,False
204,1998-01-01,Q,real_gdp_per_capita,46204.0,False,False
205,1998-04-01,Q,real_gdp_per_capita,46504.0,False,False
206,1998-07-01,Q,real_gdp_per_capita,46943.0,False,False
207,1998-10-01,Q,real_gdp_per_capita,47555.0,False,False
208,1999-01-01,Q,real_gdp_per_capita,47880.0,False,False
209,1999-04-01,Q,real_gdp_per_capita,48148.0,False,False
210,1999-07-01,Q,real_gdp_per_capita,48632.0,False,False
211,1999-10-01,Q,real_gdp_per_capita,49281.0,False,False
212,2000-01-01,Q,real_gdp_per_capita,49335.0,False,False
213,2000-04-01,Q,real_gdp_per_capita,50109.0,False,False
214,2000-07-01,Q,real_gdp_per_capita,50024.0,False,False
215,2000-10-01,Q,real_gdp_per_capita,50190.0,False,False
216,2001-01-01,Q,real_gdp_per_capita,49911.0,False,False
217,2001-04-01,Q,real_gdp_per_capita,50105.0,False,False
218,2001-07-01,Q,real_gdp_per_capita,49774.0,False,False
219,2001-10-01,Q,real_gdp_per_capita,49783.0,False,False
220,2002-01-01,Q,real_gdp_per_capita,50091.0,False,False
221,2002-04-01,Q,real_gdp_per_capita,50286.0,False,False
222,2002-07-01,Q,real_gdp_per_capita,50362.0,False,False
223,2002-10-01,Q,real_gdp_per_capita,50302.0,False,False
224,2003-01-01,Q,real_gdp_per_capita,50462.0,False,False
225,2003-04-01,Q,real_gdp_per_capita,50796.0,False,False
226,2003-07-01,Q,real_gdp_per_capita,51512.0,False,False
227,2003-10-01,Q,real_gdp_per_capita,51986.0,False,False
228,2004-01-01,Q,real_gdp_per_capita,52179.0,False,False
229,2004-04-01,Q,real_gdp_per_capita,52469.0,False,False
230,2004-07-01,Q,real_gdp_per_capita,52835.0,False,False
231,2004-10-01,Q,real_gdp_per_capita,53242.0,False,False
232,2005-01-01,Q,real_gdp_per_capita,53719.0,False,False
233,2005-04-01,Q,real_gdp_per_capita,53868.0,False,False
234,2005-07-01,Q,real_gdp_per_capita,54153.0,False,False
235,2005-10-01,Q,real_gdp_per_capita,54317.0,False,False
236,2006-01-01,Q,real_gdp_per_capita,54927.0,False,False
237,2006-04-01,Q,real_gdp_per_capita,54945.0,False,False
238,2006-07-01,Q,real_gdp_per_capita,54886.0,False,False
239,2006-10-01,Q,real_gdp_per_capita,55216.0,False,False
240,2007-01-01,Q,real_gdp_per_capita,55260.0,False,False
241,2007-04-01,Q,real_gdp_per_capita,55474.0,False,False
242,2007-07-01,Q,real_gdp_per_capita,55649.0,False,False
243,2007-10-01,Q,real_gdp_per_capita,55857.0,False,False
244,2008-01-01,Q,real_gdp_per_capita,55497.0,False,False
245,2008-04-01,Q,real_gdp_per_capita,55705.0,False,False
246,2008-07-01,Q,real_gdp_per_capita,55278.0,False,False
247,2008-10-01,Q,real_gdp_per_capita,53941.0,False,False
248,2009-01-01,Q,real_gdp_per_capita,53221.0,False,False
249,2009-04-01,Q,real_gdp_per_capita,53017.0,False,False
250,2009-07-01,Q,real_gdp_per_capita,53081.0,False,False
251,2009-10-01,Q,real_gdp_per_capita,53531.0,False,False
252,2010-01-01,Q,real_gdp_per_capita,53683.0,False,False
253,2010-04-01,Q,real_gdp_per_capita,54100.0,False,False
254,2010-07-01,Q,real_gdp_per_capita,54401.0,False,False
255,2010-10-01,Q,real_gdp_per_capita,54569.0,False,False
256,2011-01-01,Q,real_gdp_per_capita,54341.0,False,False
257,2011-04-01,Q,real_gdp_per_capita,54610.0,False,False
258,2011-07-01,Q,real_gdp_per_capita,54482.0,False,False
259,2011-10-01,Q,real_gdp_per_capita,54979.0,False,False
260,2012-01-01,Q,real_gdp_per_capita,55342.0,False,False
261,2012-04-01,Q,real_gdp_per_capita,55490.0,False,False
262,2012-07-01,Q,real_gdp_per_capita,55454.0,False,False
263,2012-10-01,Q,real_gdp_per_capita,55403.0,False,False
264,2013-01-01,Q,real_gdp_per_capita,55859.0,False,False
265,2013-04-01,Q,real_gdp_per_capita,55914.0,False,False
266,2013-07-01,Q,real_gdp_per_capita,56272.0,False,False
267,2013-10-01,Q,real_gdp_per_capita,56642.0,False,False
268,2014-01-01,Q,real_gdp_per_capita,56345.0,False,False
269,2014-04-01,Q,real_gdp_per_capita,56968.0,False,False
270,2014-07-01,Q,real_gdp_per_capita,57536.0,False,False
271,2014-10-01,Q,real_gdp_per_capita,57702.0,False,False
272,2015-01-01,Q,real_gdp_per_capita,58121.0,False,False
273,2015-04-01,Q,real_gdp_per_capita,58376.0,False,False
274,2015-07-01,Q,real_gdp_per_capita,58486.0,False,False
275,2015-10-01,Q,real_gdp_per_capita,58470.0,False,False
276,2016-01-01,Q,real_gdp_per_capita,58704.0,False,False
277,2016-04-01,Q,real_gdp_per_capita,58787.0,False,False
278,2016-07-01,Q,real_gdp_per_capita,59084.0,False,False
279,2016-10-01,Q,real_gdp_per_capita,59296.0,False,False
280,2017-01-01,Q,real_gdp_per_capita,59494.0,False,False
281,2017-04-01,Q,real_gdp_per_capita,59736.0,False,False
282,2017-07-01,Q,real_gdp_per_capita,60099.0,False,False
283,2017-10-01,Q,real_gdp_per_capita,60674.0,False,False
284,2018-01-01,Q,real_gdp_per_capita,61093.0,False,False
285,2018-04-01,Q,real_gdp_per_capita,61336.0,False,False
286,2018-07-01,Q,real_gdp_per_capita,61622.0,False,False
287,2018-10-01,Q,real_gdp_per_capita,61619.0,False,False
288,2019-01-01,Q,real_gdp_per_capita,61939.0,False,False
289,2019-04-01,Q,real_gdp_per_capita,62385.0,False,False
290,2019-07-01,Q,real_gdp_per_capita,63022.0,False,False
291,2019-10-01,Q,real_gdp_per_capita,63360.0,False,False
292,2020-01-01,Q,real_gdp_per_capita,62415.0,False,False
293,2020-04-01,Q,real_gdp_per_capita,57440.0,False,False
294,2020-07-01,Q,real_gdp_per_capita,61906.0,False,False
295,2020-10-01,Q,real_gdp_per_capita,62544.0,False,False
296,2021-01-01,Q,real_gdp_per_capita,63418.0,False,False
297,2021-04-01,Q,real_gdp_per_capita,64383.0,False,False
298,2021-07-01,Q,real_gdp_per_capita,64850.0,False,False
299,2021-10-01,Q,real_gdp_per_capita,65925.0,False,False
300,2022-01-01,Q,real_gdp_per_capita,65684.0,False,False
301,2022-04-01,Q,real_gdp_per_capita,65631.0,False,False
302,2022-07-01,Q,real_gdp_per_capita,65939.0,False,False
303,2022-10-01,Q,real_gdp_per_capita,66341.0,False,False
304,2023-01-01,Q,real_gdp_per_capita,66673.0,False,False
305,2023-04-01,Q,real_gdp_per_capita,66945.0,False,False
306,2023-07-01,Q,real_gdp_per_capita,67499.0,False,False
307,2023-10-01,Q,real_gdp_per_capita,67858.0,False,False
308,2024-01-01,Q,real_gdp_per_capita,67981.0,False,False
309,2024-04-01,Q,real_gdp_per_capita,68320.0,False,False
310,2024-07-01,Q,real_gdp_per_capita,68696.0,False,False
311,2024-10-01,Q,real_gdp_per_capita,69006.0,False,False
312,2025-01-01,Q,real_gdp_per_capita,68833.0,False,False
313,2025-04-01,Q,real_gdp_per_capita,69302.0,False,False
